bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content	chrom.arm
chr17	2231066	2377787	146722	6	5	2231066	0.506801979	chr17p
chr17	2377788	2537308	159521	1	2	2377788	0.449564634	chr17p
chr17	2537309	2688520	151212	2	10	2537309	0.504754914	chr17p
chr17	2688521	2840728	152208	1	1	2688521	0.521976506	chr17p
chr17	2840729	3007855	167127	2	1	2840729	0.463593555	chr17p
chr17	3007856	3191855	184000	5	0	3007856	0.410972826	chr17p
chr17	3191856	3361126	169271	6	1	3191856	0.403365018	chr17p
chr17	3361127	3508169	147043	3	4	3361127	0.484558939	chr17p
chr17	3508170	3663465	155296	7	6	3508170	0.526484906	chr17p
chr17	3663466	3812311	148846	3	5	3663466	0.509916289	chr17p
chr17	3812312	3954127	141816	2	7	3812312	0.516302815	chr17p
chr17	3954128	4092345	138218	2	1	3954128	0.458688449	chr17p
chr17	4092346	4235022	142677	1	2	4092346	0.422436693	chr17p
chr17	4235023	4393667	158645	1	1	4235023	0.493321567	chr17p
chr17	4393668	4533583	139916	4	7	4393668	0.546263472	chr17p
chr17	4533584	4686673	153090	7	6	4533584	0.49482004	chr17p
chr17	4686674	4839355	152682	8	6	4686674	0.517022308	chr17p
chr17	4839356	4991171	151816	10	6	4839356	0.519925436	chr17p
chr17	4991172	5163167	171996	5	6	4991172	0.467225982	chr17p
chr17	5163168	5312875	149708	2	1	5163168	0.421914661	chr17p
chr17	5312876	5451338	138463	7	6	5312876	0.461256798	chr17p
chr17	5451339	5592821	141483	0	0	5451339	0.458535654	chr17p
chr17	5592822	5731123	138302	0	0	5592822	0.458648465	chr17p
chr17	5731124	5871931	140808	0	0	5731124	0.445727515	chr17p
chr17	5871932	6008467	136536	1	1	5871932	0.470864827	chr17p
chr17	6008468	6146341	137874	0	1	6008468	0.461152937	chr17p
chr17	6146342	6283440	137099	0	0	6146342	0.452176894	chr17p
chr17	6283441	6420259	136819	3	2	6283441	0.510053428	chr17p
chr17	6420260	6554491	134232	3	3	6420260	0.459428452	chr17p
chr17	6554492	6699696	145205	4	5	6554492	0.466678145	chr17p
chr17	6699697	6854765	155069	2	1	6699697	0.422495792	chr17p
chr17	6854766	7003182	148417	10	6	6854766	0.479796789	chr17p
chr17	7003183	7150118	146936	9	7	7003183	0.513332335	chr17p
chr17	7150119	7298644	148526	13	15	7150119	0.537367195	chr17p
chr17	7298645	7446233	147589	10	10	7298645	0.523162295	chr17p
chr17	7446234	7599438	153205	17	10	7446234	0.510022519	chr17p
chr17	7599439	7743670	144232	4	7	7599439	0.498252815	chr17p
chr17	7743671	7881248	137578	9	10	7743671	0.495500734	chr17p
chr17	7881249	8021833	140585	5	7	7881249	0.504150514	chr17p
chr17	8021834	8167458	145625	10	16	8021834	0.513304721	chr17p
chr17	8167459	8319269	151811	8	6	8167459	0.494035347	chr17p
chr17	8319270	8455265	135996	2	2	8319270	0.443218918	chr17p
chr17	8455266	8591618	136353	0	1	8455266	0.4166685	chr17p
chr17	8591619	8731240	139622	4	2	8591619	0.460299953	chr17p
chr17	8731241	8868258	137018	1	1	8731241	0.4757988	chr17p
chr17	8868259	9010846	142588	1	3	8868259	0.463229725	chr17p
chr17	9010847	9148530	137684	0	3	9010847	0.518179309	chr17p
chr17	9148531	9296456	147926	1	0	9148531	0.447088409	chr17p
chr17	9296457	9442302	145846	0	0	9296457	0.42706005	chr17p
chr17	9442303	9596753	154451	2	2	9442303	0.429806217	chr17p
chr17	9596754	9738947	142194	2	1	9596754	0.456777361	chr17p
chr17	9738948	9874214	135267	2	1	9738948	0.475001294	chr17p
chr17	9874215	10016339	142125	0	0	9874215	0.471676341	chr17p
chr17	10016340	10161388	145049	0	1	10016340	0.469999793	chr17p
chr17	10161389	10302347	140959	2	0	10161389	0.440794841	chr17p
chr17	10302348	10437684	135337	3	0	10302348	0.379947834	chr17p
chr17	10437685	10579915	142231	1	1	10437685	0.436009028	chr17p
chr17	10579916	10716643	136728	4	2	10579916	0.443515593	chr17p
chr17	10716644	10853596	136953	1	0	10716644	0.441698977	chr17p
chr17	10853597	10989650	136054	0	0	10853597	0.413982683	chr17p
chr17	10989651	11129387	139737	0	0	10989651	0.420547171	chr17p
chr17	11129388	11261957	132570	1	1	11129388	0.443139473	chr17p
chr17	11261958	11399190	137233	0	0	11261958	0.431281106	chr17p
chr17	11399191	11531818	132628	1	2	11399191	0.436913774	chr17p
chr17	11531819	11668847	137029	0	0	11531819	0.41953893	chr17p
chr17	11668848	11814094	145247	0	0	11668848	0.425957163	chr17p
chr17	11814095	11957527	143433	2	2	11814095	0.416598691	chr17p
chr17	11957528	12093237	135710	1	0	11957528	0.374998158	chr17p
chr17	12093238	12230715	137478	0	0	12093238	0.41501913	chr17p
chr17	12230716	12374511	143796	0	0	12230716	0.400205847	chr17p
chr17	12374512	12508696	134185	1	0	12374512	0.386950851	chr17p
chr17	12508697	12647157	138461	1	1	12508697	0.416261619	chr17p
chr17	12647158	12784356	137199	1	1	12647158	0.416759597	chr17p
chr17	12784357	12921564	137208	1	2	12784357	0.445804909	chr17p
chr17	12921565	13058166	136602	0	0	12921565	0.425799037	chr17p
chr17	13058167	13191452	133286	0	0	13058167	0.383281065	chr17p
chr17	13191453	13326915	135463	0	0	13191453	0.396883282	chr17p
chr17	13326916	13460779	133864	1	1	13326916	0.396454611	chr17p
chr17	13460780	13596352	135573	0	1	13460780	0.39805861	chr17p
chr17	13596353	13734077	137725	0	0	13596353	0.397763659	chr17p
chr17	13734078	13873129	139052	0	0	13734078	0.409048414	chr17p
chr17	13873130	14013191	140062	2	1	13873130	0.407719439	chr17p
chr17	14013192	14168031	154840	1	1	14013192	0.400703952	chr17p
chr17	14168032	14303691	135660	2	6	14168032	0.436503022	chr17p
chr17	14303692	14443581	139890	0	0	14303692	0.403216813	chr17p
chr17	14443582	14581807	138226	0	0	14443582	0.402710055	chr17p
chr17	14581808	14714134	132327	0	0	14581808	0.403802701	chr17p
chr17	14714135	14846316	132182	0	0	14714135	0.388971267	chr17p
chr17	14846317	14982245	135929	1	0	14846317	0.409147423	chr17p
chr17	14982246	15118018	135773	0	0	14982246	0.411127396	chr17p
chr17	15118019	15251199	133181	2	3	15118019	0.425436061	chr17p
chr17	15251200	15389780	138581	1	0	15251200	0.44381986	chr17p
chr17	15389781	15678389	288609	6	4	15389781	0.444317398	chr17p
chr17	15678390	15884528	206139	3	4	15678390	0.448003532	chr17p
chr17	15884529	16025151	140623	2	1	15884529	0.405374654	chr17p
chr17	16025152	16182934	157783	1	1	16025152	0.409226596	chr17p
chr17	16182935	16344297	161363	7	5	16182935	0.477804701	chr17p
chr17	16344298	16482854	138557	3	3	16344298	0.473826656	chr17p
chr17	16482855	16761544	278690	5	6	16482855	0.424604399	chr17p
chr17	16761545	16921270	159726	1	0	16761545	0.494953858	chr17p
chr17	16921271	17052326	131056	1	1	16921271	0.512322976	chr17p
chr17	17052327	17198829	146503	3	7	17052327	0.492037706	chr17p
chr17	17198830	17340212	141383	1	2	17198830	0.496714598	chr17p
chr17	17340213	17478099	137887	3	3	17340213	0.529810642	chr17p
chr17	17478100	17621718	143619	1	4	17478100	0.515649044	chr17p
chr17	17621719	17751944	130226	4	9	17621719	0.571460384	chr17p
chr17	17751945	17890924	138980	1	1	17751945	0.481803137	chr17p
chr17	17890925	18033688	142764	4	4	17890925	0.501716119	chr17p
chr17	18033689	18168998	135310	4	6	18033689	0.547062301	chr17p
chr17	18168999	18480956	311958	9	4	18168999	0.481148103	chr17p
chr17	18480957	18814378	333422	7	8	18480957	0.428034143	chr17p
chr17	18814379	19160886	346508	5	16	18814379	0.516966419	chr17p
chr17	19160887	19296428	135542	4	3	19160887	0.502250225	chr17p
chr17	19296429	19447532	151104	2	2	19296429	0.473342863	chr17p
chr17	19447533	19596377	148845	2	2	19447533	0.445167792	chr17p
chr17	19596378	19735644	139267	2	3	19596378	0.468014677	chr17p
chr17	19735645	19891331	155687	1	4	19735645	0.432136273	chr17p
chr17	19891332	20031772	140441	1	1	19891332	0.430102321	chr17p
chr17	20031773	20168699	136927	0	1	20031773	0.417127374	chr17p
chr17	20168700	20562463	393764	4	2	20168700	0.451366809	chr17p
chr17	20562464	20776468	214005	1	4	20562464	0.415158524	chr17p
chr17	20776469	20931897	155429	1	2	20776469	0.441880215	chr17p
chr17	20931898	21080053	148156	1	3	20931898	0.451409325	chr17p
chr17	21080054	21217862	137809	3	3	21080054	0.523449122	chr17p
chr17	21217863	21358964	141102	2	4	21217863	0.532168219	chr17p
chr17	21358965	21545479	186515	1	5	21358965	0.433621961	chr17p
chr17	21545480	21840472	294993	1	2	21545480	0.401434923	chr17p
chr17	21840473	22030801	190329	2	3	21840473	0.443689611	chr17p
chr17	22030802	22202221	171420	0	2	22030802	0.358371252	chr17p
chr17	22202222	25411456	3209235	0	2	22202222	0.406624131	chr17p
chr17	25411457	25575598	164142	0	0	25411457	0.395243143	chr17q
chr17	25575599	25720384	144786	1	4	25575599	0.448130344	chr17q
chr17	25720385	25858850	138466	2	1	25720385	0.482038912	chr17q
chr17	25858851	25998219	139369	1	1	25858851	0.511627406	chr17q
chr17	25998220	26148115	149896	1	1	25998220	0.464588782	chr17q
chr17	26148116	26290300	142185	1	1	26148116	0.447424131	chr17q
chr17	26290301	26425287	134987	1	1	26290301	0.408165231	chr17q
chr17	26425288	26570956	145669	1	1	26425288	0.406798976	chr17q
chr17	26570957	26711631	140675	10	10	26570957	0.477853208	chr17q
chr17	26711632	26853431	141800	3	2	26711632	0.490155148	chr17q
chr17	26853432	26996615	143184	8	5	26853432	0.485717678	chr17q
chr17	26996616	27144876	148261	11	7	26996616	0.493872293	chr17q
chr17	27144877	27291653	146777	7	6	27144877	0.487917044	chr17q
chr17	27291654	27425002	133349	3	4	27291654	0.515346947	chr17q
chr17	27425003	27567863	142861	0	3	27425003	0.500087498	chr17q
chr17	27567864	27720158	152295	3	3	27567864	0.433664927	chr17q
chr17	27720159	27874716	154558	0	0	27720159	0.410247286	chr17q
chr17	27874717	28013104	138388	6	8	27874717	0.495288609	chr17q
chr17	28013105	28159055	145951	0	1	28013105	0.404765983	chr17q
chr17	28159056	28305915	146860	1	1	28159056	0.395914476	chr17q
chr17	28305916	28453633	147718	3	1	28305916	0.394149664	chr17q
chr17	28453634	28592820	139187	2	1	28453634	0.419723106	chr17q
chr17	28592821	28731653	138833	2	2	28592821	0.414843733	chr17q
chr17	28731654	28878795	147142	1	1	28731654	0.39924019	chr17q
chr17	28878796	29134220	255425	5	5	28878796	0.471465205	chr17q
chr17	29134221	29289066	154846	3	4	29134221	0.441897111	chr17q
chr17	29289067	29457644	168578	3	3	29289067	0.428169749	chr17q
chr17	29457645	29601934	144290	0	0	29457645	0.371210756	chr17q
chr17	29601935	29740178	138244	4	2	29601935	0.406730129	chr17q
chr17	29740179	29881204	141026	0	3	29740179	0.512437423	chr17q
chr17	29881205	30027824	146620	2	1	29881205	0.465877779	chr17q
chr17	30027825	30181769	153945	1	0	30027825	0.451213096	chr17q
chr17	30181770	30378102	196333	4	5	30181770	0.433391228	chr17q
chr17	30378103	30564039	185937	2	1	30378103	0.4391595	chr17q
chr17	30564040	30707533	143494	4	3	30564040	0.468479518	chr17q
chr17	30707534	30852580	145047	3	4	30707534	0.452522286	chr17q
chr17	30852581	30994249	141669	0	0	30852581	0.413336722	chr17q
chr17	30994250	31136128	141879	0	0	30994250	0.385398826	chr17q
chr17	31136129	31281320	145192	1	3	31136129	0.425891234	chr17q
chr17	31281321	31422433	141113	2	0	31281321	0.456194681	chr17q
chr17	31422434	31551399	128966	0	0	31422434	0.454267016	chr17q
chr17	31551400	31680732	129333	0	1	31551400	0.454122304	chr17q
chr17	31680733	31811909	131177	0	0	31680733	0.439779839	chr17q
chr17	31811910	31941611	129702	1	0	31811910	0.458944349	chr17q
chr17	31941612	32071039	129428	0	0	31941612	0.432827518	chr17q
chr17	32071040	32199898	128859	0	0	32071040	0.433380672	chr17q
chr17	32199899	32333831	133933	0	0	32199899	0.444065316	chr17q
chr17	32333832	32477285	143454	0	1	32333832	0.427837495	chr17q
chr17	32477286	32625886	148601	3	1	32477286	0.428738703	chr17q
chr17	32625887	32757830	131944	3	0	32625887	0.428590917	chr17q
chr17	32757831	32884269	126439	0	0	32757831	0.477803526	chr17q
chr17	32884270	33011478	127209	2	4	32884270	0.509335031	chr17q
chr17	33011479	33141124	129646	0	0	33011479	0.466207982	chr17q
chr17	33141125	33273338	132214	1	0	33141125	0.458279759	chr17q
chr17	33273339	33413754	140416	4	2	33273339	0.433362295	chr17q
chr17	33413755	33561153	147399	5	3	33413755	0.461787393	chr17q
chr17	33561154	33714646	153493	2	3	33561154	0.411471533	chr17q
chr17	33714647	33869067	154421	3	5	33714647	0.413169193	chr17q
chr17	33869068	34009337	140270	4	3	33869068	0.402117345	chr17q
chr17	34009338	34147778	138441	5	8	34009338	0.468018867	chr17q
chr17	34147779	34294018	146240	4	1	34147779	0.443640591	chr17q
chr17	34294019	34444587	150569	8	0	34294019	0.436477628	chr17q
chr17	34444588	34901962	457375	12	13	34444588	0.472024547	chr17q
chr17	34901963	35041999	140037	2	4	34901963	0.485078943	chr17q
chr17	35042000	35174806	132807	0	3	35042000	0.487203235	chr17q
chr17	35174807	35308862	134056	2	5	35174807	0.507996658	chr17q
chr17	35308863	35445653	136791	2	0	35308863	0.416014211	chr17q
chr17	35445654	35577583	131930	0	0	35445654	0.402561965	chr17q
chr17	35577584	35724865	147282	0	1	35577584	0.413051154	chr17q
chr17	35724866	35876342	151477	4	3	35724866	0.438753078	chr17q
chr17	35876343	36018005	141663	1	2	35876343	0.404283405	chr17q
chr17	36018006	36154730	136725	1	2	36018006	0.459345401	chr17q
chr17	36154731	36474494	319764	5	5	36154731	0.445938254	chr17q
chr17	36474495	36614720	140226	3	4	36474495	0.503280419	chr17q
chr17	36614721	36773677	158957	1	10	36614721	0.549570009	chr17q
chr17	36773678	36922599	148922	6	6	36773678	0.518069862	chr17q
chr17	36922600	37073324	150725	5	5	36922600	0.500680046	chr17q
chr17	37073325	37226118	152794	4	1	37073325	0.443623441	chr17q
chr17	37226119	37368960	142842	4	7	37226119	0.518881001	chr17q
chr17	37368961	37521944	152984	1	1	37368961	0.455910422	chr17q
chr17	37521945	37684481	162537	2	3	37521945	0.445836948	chr17q
chr17	37684482	37820241	135760	3	7	37684482	0.518819976	chr17q
chr17	37820242	37959112	138871	7	6	37820242	0.50209907	chr17q
chr17	37959113	38099742	140630	4	3	37959113	0.427085259	chr17q
chr17	38099743	38245676	145934	6	3	38099743	0.517137884	chr17q
chr17	38245677	38398313	152637	5	7	38245677	0.48961261	chr17q
chr17	38398314	38541846	143533	3	6	38398314	0.503640278	chr17q
chr17	38541847	38682210	140364	3	3	38541847	0.487311561	chr17q
chr17	38682211	38818664	136454	3	1	38682211	0.444157005	chr17q
chr17	38818665	38954755	136091	5	2	38818665	0.400459986	chr17q
chr17	38954756	39088183	133428	5	1	38954756	0.399931049	chr17q
chr17	39088184	39224541	136358	12	0	39088184	0.399888529	chr17q
chr17	39224542	39385244	160703	12	0	39224542	0.398542653	chr17q
chr17	39385245	39530664	145420	8	0	39385245	0.429583276	chr17q
chr17	39530665	39665016	134352	8	0	39530665	0.474767774	chr17q
chr17	39665017	39808092	143076	7	3	39665017	0.523239397	chr17q
chr17	39808093	39958057	149965	4	5	39808093	0.524222319	chr17q
chr17	39958058	40107723	149666	7	5	39958058	0.501396443	chr17q
chr17	40107724	40251937	144214	3	8	40107724	0.509042118	chr17q
chr17	40251938	40399798	147861	8	6	40251938	0.508017665	chr17q
chr17	40399799	40551748	151950	2	4	40399799	0.465653175	chr17q
chr17	40551749	40706610	154862	4	7	40551749	0.482655526	chr17q
chr17	40706611	40855650	149040	10	14	40488599	0.506233226	chr17q
chr17	40855651	41002386	146736	9	9	40339559	0.476358903	chr17q
chr17	41002387	41158353	155967	7	3	40192823	0.476427706	chr17q
chr17	41158354	41318187	159834	5	4	40036856	0.457662325	chr17q
chr17	41318188	41471554	153367	3	6	39877022	0.467610373	chr17q
chr17	41471555	41620134	148580	4	3	39723655	0.464759725	chr17q
chr17	41620135	41766717	146583	1	2	39575075	0.497977255	chr17q
chr17	41766718	41908349	141632	4	5	39428492	0.480901209	chr17q
chr17	41908350	42052038	143689	5	6	39286860	0.504548017	chr17q
chr17	42052039	42201651	149613	5	8	39143171	0.513284273	chr17q
chr17	42201652	42352582	150931	7	8	38993558	0.532561237	chr17q
chr17	42352583	42498177	145595	6	7	38842627	0.511727738	chr17q
chr17	42498178	42650786	152609	1	2	38697032	0.44585837	chr17q
chr17	42650787	42798198	147412	3	3	38544423	0.449671669	chr17q
chr17	42798199	42946530	148332	4	5	38397011	0.501287652	chr17q
chr17	42946531	43086993	140463	4	6	38248679	0.509287143	chr17q
chr17	43086994	43234858	147865	5	9	38108216	0.517350286	chr17q
chr17	43234859	43384029	149171	5	6	37960351	0.518592756	chr17q
chr17	43384030	43542628	158599	3	5	37811180	0.508313419	chr17q
chr17	43542629	43797018	254390	7	4	37652581	0.45936161	chr17q
chr17	43797019	43928411	131393	2	1	37398191	0.522988287	chr17q
chr17	43928412	44065524	137113	2	3	37266798	0.481989308	chr17q
chr17	44065525	44205159	139635	2	0	37129685	0.436473663	chr17q
chr17	44205160	44740012	534853	7	11	36990050	0.417047301	chr17q
chr17	44740013	44918842	178830	1	3	36455197	0.452821115	chr17q
chr17	44918843	45057336	138494	3	3	36276367	0.493241584	chr17q
chr17	45057337	45245449	188113	1	1	36137873	0.425659045	chr17q
chr17	45245450	45382362	136913	2	2	35949760	0.44933644	chr17q
chr17	45382363	45539096	156734	3	2	35812847	0.385666161	chr17q
chr17	45539097	45763516	224420	2	3	35656113	0.430830586	chr17q
chr17	45763517	45900620	137104	3	7	35431693	0.504719045	chr17q
chr17	45900621	46039172	138552	7	6	35294589	0.51076852	chr17q
chr17	46039173	46186555	147383	6	8	35156037	0.492512705	chr17q
chr17	46186556	46325950	139395	2	0	35008654	0.423343735	chr17q
chr17	46325951	46459087	133137	0	0	34869259	0.371827516	chr17q
chr17	46459088	46599002	139915	0	2	34736122	0.430418468	chr17q
chr17	46599003	46727124	128122	12	28	34596207	0.520636581	chr17q
chr17	46727125	46867965	140841	5	12	34468085	0.458857861	chr17q
chr17	46867966	47020763	152798	4	4	34327244	0.465994319	chr17q
chr17	47020764	47170149	149386	2	5	34174446	0.472728368	chr17q
chr17	47170150	47320727	150578	4	5	34025060	0.469118995	chr17q
chr17	47320728	47472151	151424	2	2	33874482	0.451421175	chr17q
chr17	47472152	47610140	137989	2	4	33723058	0.512939437	chr17q
chr17	47610141	47751613	141473	2	5	33585069	0.451337004	chr17q
chr17	47751614	47893773	142160	3	3	33443596	0.458040236	chr17q
chr17	47893774	48029571	135798	1	5	33301436	0.523800056	chr17q
chr17	48029572	48166588	137017	3	6	33165638	0.510111884	chr17q
chr17	48166589	48296993	130405	6	7	33028621	0.552432805	chr17q
chr17	48296994	48436356	139363	2	3	32898216	0.484382512	chr17q
chr17	48436357	48579680	143324	6	5	32758853	0.483457062	chr17q
chr17	48579681	48708794	129114	4	7	32615529	0.557336927	chr17q
chr17	48708795	48849217	140423	4	3	32486415	0.469467253	chr17q
chr17	48849218	48989734	140517	2	3	32345992	0.482838375	chr17q
chr17	48989735	49126524	136790	1	2	32205475	0.433131077	chr17q
chr17	49126525	49280334	153810	4	3	32068685	0.436532085	chr17q
chr17	49280335	49430672	150338	1	1	31914875	0.409683513	chr17q
chr17	49430673	49570115	139443	0	0	31764537	0.435848339	chr17q
chr17	49570116	49709954	139839	1	0	31625094	0.414204907	chr17q
chr17	49709955	49840759	130805	0	0	31485255	0.424089293	chr17q
chr17	49840760	49970049	129290	0	0	31354450	0.409188646	chr17q
chr17	49970050	50098788	128739	0	0	31225160	0.370486022	chr17q
chr17	50098789	50229048	130260	0	0	31096421	0.385598035	chr17q
chr17	50229049	50358317	129269	0	1	30966161	0.377143785	chr17q
chr17	50358318	50506099	147782	0	0	30836892	0.376196018	chr17q
chr17	50506100	50639385	133286	0	0	30689110	0.369431148	chr17q
chr17	50639386	50775915	136530	0	0	30555824	0.373903171	chr17q
chr17	50775916	50908428	132513	0	0	30419294	0.362756862	chr17q
chr17	50908429	51041396	132968	0	0	30286781	0.364192889	chr17q
chr17	51041397	51171431	130035	0	0	30153813	0.352497405	chr17q
chr17	51171432	51304551	133120	0	0	30023778	0.350803786	chr17q
chr17	51304552	51440084	135533	0	0	29890658	0.352320099	chr17q
chr17	51440085	51572609	132525	0	0	29755125	0.359584984	chr17q
chr17	51572610	51706521	133912	0	0	29622600	0.344636776	chr17q
chr17	51706522	51842676	136155	0	1	29488688	0.367999706	chr17q
chr17	51842677	51984312	141636	1	0	29352533	0.365803892	chr17q
chr17	51984313	52118158	133846	0	0	29210897	0.363798694	chr17q
chr17	52118159	52263458	145300	0	0	29077051	0.362615279	chr17q
chr17	52263459	52400495	137037	0	0	28931751	0.37381875	chr17q
chr17	52400496	52539151	138656	0	0	28794714	0.374790849	chr17q
chr17	52539152	52677995	138844	0	0	28656058	0.371352021	chr17q
chr17	52677996	52819774	141779	0	0	28517214	0.369356534	chr17q
chr17	52819775	52957237	137463	0	0	28375435	0.385078166	chr17q
chr17	52957238	53093255	136018	3	2	28237972	0.393168551	chr17q
chr17	53093256	53229248	135993	0	0	28101954	0.359342025	chr17q
chr17	53229249	53359622	130374	1	2	27965961	0.410150797	chr17q
chr17	53359623	53492999	133377	1	0	27835587	0.42271906	chr17q
chr17	53493000	53642189	149190	0	2	27702210	0.418030699	chr17q
chr17	53642190	53772543	130354	0	0	27553020	0.395599675	chr17q
chr17	53772544	53907293	134750	2	1	27422666	0.398300557	chr17q
chr17	53907294	54044994	137701	0	1	27287916	0.394281813	chr17q
chr17	54044995	54186681	141687	0	0	27150215	0.40677691	chr17q
chr17	54186682	54320890	134209	1	0	27008528	0.400233963	chr17q
chr17	54320891	54458860	137970	0	0	26874319	0.389417989	chr17q
chr17	54458861	54596953	138093	0	1	26736349	0.391366688	chr17q
chr17	54596954	54727979	131026	1	3	26598256	0.444331659	chr17q
chr17	54727980	54860373	132394	0	1	26467230	0.457618925	chr17q
chr17	54860374	54995519	135146	4	2	26334836	0.438000385	chr17q
chr17	54995520	55141438	145919	3	3	26199690	0.434864548	chr17q
chr17	55141439	55280384	138946	1	1	26053771	0.464367452	chr17q
chr17	55280385	55414185	133801	1	1	25914825	0.442889067	chr17q
chr17	55414186	55546701	132516	0	0	25781024	0.46438166	chr17q
chr17	55546702	55677601	130900	0	0	25648508	0.479289534	chr17q
chr17	55677602	55807135	129534	0	0	25517608	0.478623373	chr17q
chr17	55807136	55945005	137870	2	2	25388074	0.460673098	chr17q
chr17	55945006	56083443	138438	2	3	25250204	0.481609096	chr17q
chr17	56083444	56225982	142539	1	2	25111766	0.43733294	chr17q
chr17	56225983	56359506	133524	7	6	24969227	0.467211887	chr17q
chr17	56359507	56492296	132790	4	2	24835703	0.474290233	chr17q
chr17	56492297	56631773	139477	4	4	24702913	0.442187601	chr17q
chr17	56631774	56786759	154986	2	3	24563436	0.450879434	chr17q
chr17	56786760	56942425	155666	1	1	24408450	0.398892501	chr17q
chr17	56942426	57089803	147378	1	0	24252784	0.400466827	chr17q
chr17	57089804	57237331	147528	4	2	24105406	0.401794914	chr17q
chr17	57237332	57399453	162122	2	2	23957878	0.43188463	chr17q
chr17	57399454	57542318	142865	1	1	23795756	0.458096805	chr17q
chr17	57542319	57710401	168083	2	2	23652891	0.4155566	chr17q
chr17	57710402	57849680	139279	2	1	23484808	0.389498776	chr17q
chr17	57849681	58010664	160984	3	1	23345529	0.42493664	chr17q
chr17	58010665	58226637	215973	5	9	23184545	0.449102434	chr17q
chr17	58226638	58389577	162940	3	2	22968572	0.412458574	chr17q
chr17	58389578	58542507	152930	2	2	22805632	0.420695743	chr17q
chr17	58542508	58694626	152119	1	2	22652702	0.424983072	chr17q
chr17	58694627	58848716	154090	1	1	22500583	0.411000065	chr17q
chr17	58848717	58995730	147014	0	0	22346493	0.374576571	chr17q
chr17	58995731	59135513	139783	0	0	22199479	0.363534908	chr17q
chr17	59135514	59278083	142570	0	0	22059696	0.382478782	chr17q
chr17	59278084	59418053	139970	0	0	21917126	0.430092163	chr17q
chr17	59418054	59549551	131498	3	8	21777156	0.514144702	chr17q
chr17	59549552	59687418	137867	1	0	21645658	0.410729181	chr17q
chr17	59687419	59828626	141208	1	0	21507791	0.363499235	chr17q
chr17	59828627	59965920	137294	1	1	21366583	0.362193541	chr17q
chr17	59965921	60115667	149747	1	1	21229289	0.397597281	chr17q
chr17	60115668	60267219	151552	0	3	21079542	0.434326172	chr17q
chr17	60267220	60476072	208853	2	0	20927990	0.414612191	chr17q
chr17	60476073	60693477	217405	2	2	20719137	0.426328741	chr17q
chr17	60693478	60834421	140944	3	5	20501732	0.503121807	chr17q
chr17	60834422	60978196	143775	0	1	20360788	0.4355486	chr17q
chr17	60978197	61113331	135135	1	1	20217013	0.396558997	chr17q
chr17	61113332	61244863	131532	0	0	20081878	0.357798863	chr17q
chr17	61244864	61382910	138047	0	0	19950346	0.375053424	chr17q
chr17	61382911	61515470	132560	1	2	19812299	0.412530175	chr17q
chr17	61515471	61655583	140113	3	6	19679739	0.51995889	chr17q
chr17	61655584	61795361	139778	4	3	19539626	0.468807681	chr17q
chr17	61795362	61939073	143712	6	5	19399848	0.447791416	chr17q
chr17	61939074	62103258	164185	9	1	19256136	0.516350458	chr17q
chr17	62103259	62239911	136653	4	2	19091951	0.450184043	chr17q
chr17	62239912	62377985	138074	0	1	18955298	0.446521431	chr17q
chr17	62377986	62570660	192675	6	2	18817224	0.425982127	chr17q
chr17	62570661	62732831	162171	0	1	18624549	0.423676243	chr17q
chr17	62732832	62999665	266834	4	6	18462378	0.457842704	chr17q
chr17	62999666	63140626	140961	2	4	18195544	0.438213407	chr17q
chr17	63140627	63277656	137030	0	0	18054583	0.460395534	chr17q
chr17	63277657	63412273	134617	0	0	17917553	0.435153064	chr17q
chr17	63412274	63548563	136290	1	2	17782936	0.465507374	chr17q
chr17	63548564	63689290	140727	1	2	17646646	0.454418839	chr17q
chr17	63689291	63822761	133471	0	0	17505919	0.3819856	chr17q
chr17	63822762	63959627	136866	0	0	17372448	0.380014028	chr17q
chr17	63959628	64094747	135120	0	0	17235582	0.367850799	chr17q
chr17	64094748	64239437	144690	1	1	17100462	0.391727141	chr17q
chr17	64239438	64384378	144941	1	1	16955772	0.431265135	chr17q
chr17	64384379	64519657	135279	0	0	16810831	0.434620303	chr17q
chr17	64519658	64659400	139743	0	0	16675552	0.433366967	chr17q
chr17	64659401	64795940	136540	1	0	16535809	0.457946389	chr17q
chr17	64795941	64931762	135822	1	1	16399269	0.474709546	chr17q
chr17	64931763	65067151	135389	3	2	16263447	0.511466958	chr17q
chr17	65067152	65200767	133616	0	0	16128058	0.370913663	chr17q
chr17	65200768	65357072	156305	1	1	15994442	0.442922491	chr17q
chr17	65357073	65505021	147949	1	2	15838137	0.447681296	chr17q
chr17	65505022	65647871	142850	0	0	15690188	0.448638432	chr17q
chr17	65647872	65802208	154337	2	1	15547338	0.44342575	chr17q
chr17	65802209	65956360	154152	1	1	15393001	0.415233017	chr17q
chr17	65956361	66129210	172850	3	5	15238849	0.447931733	chr17q
chr17	66129211	66294010	164800	4	7	15065999	0.454526699	chr17q
chr17	66294011	66446518	152508	2	0	14901199	0.463523225	chr17q
chr17	66446519	66584635	138117	2	2	14748691	0.429244771	chr17q
chr17	66584636	66720322	135687	0	1	14610574	0.414468593	chr17q
chr17	66720323	66858717	138395	0	0	14474887	0.404971278	chr17q
chr17	66858718	67002499	143782	2	0	14336492	0.376013687	chr17q
